	run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
49	ERR2703388	ERP107880	SAMEA4657488	ERS2478118	ERX2717775	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7309.AxN	550	PAIRED	AMPLICON	METAGENOMIC	PCR	138988	83670776	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:459-86	ena-RUN-UCSF-16-07-2018-21:54:41:459-86	21226690;28684960	d7df8bc30fab4847850f941b79a5cf20;93c64599c13c777770c8e38bf0560884	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703388/ERR2703388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703388/ERR2703388_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/008/ERR2703388/ERR2703388_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/008/ERR2703388/ERR2703388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703388/ERR2703388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703388/ERR2703388_2.fastq.gz	20862675;28322961	2440db4e3993f14eefbb3c9b33466a04;43b28210381cf57973bf74e3685d901c	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703388/X7309.AxN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703388/X7309.AxN_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703388/X7309.AxN_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703388/X7309.AxN_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703388/X7309.AxN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703388/X7309.AxN_R2_sorted.fastq.gz	FASTQ;FASTQ	57859110	3bb681d65fca6dfd67b557e2a54f4de2	ftp.sra.ebi.ac.uk/vol1/err/ERR270/008/ERR2703388	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/008/ERR2703388	ftp.sra.ebi.ac.uk/vol1/err/ERR270/008/ERR2703388	X7309.AxN		Psoriasis associated skin microbiome		2018-07-16
50	ERR2703374	ERP107880	SAMEA4657706	ERS2478336	ERX2717761	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7307.SN	550	PAIRED	AMPLICON	METAGENOMIC	PCR	80660	48557320	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:459-72	ena-RUN-UCSF-16-07-2018-21:54:41:459-72	13078138;16237741	08d8d4e9195910ef0e00763987598cf5;8f61106cfbf5e6a716ca8280b946d115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703374/ERR2703374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703374/ERR2703374_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/004/ERR2703374/ERR2703374_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/004/ERR2703374/ERR2703374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703374/ERR2703374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703374/ERR2703374_2.fastq.gz	12883605;16043564	dee0bbdbc4aa1a8ff5bb90c1eafe32dd;470552ee5928d2b6051145d49c6eaf0e	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703374/X7307.SN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703374/X7307.SN_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703374/X7307.SN_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703374/X7307.SN_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703374/X7307.SN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703374/X7307.SN_R2_sorted.fastq.gz	FASTQ;FASTQ	33326665	3b3f879c313c11714b0a984e50920a0b	ftp.sra.ebi.ac.uk/vol1/err/ERR270/004/ERR2703374	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/004/ERR2703374	ftp.sra.ebi.ac.uk/vol1/err/ERR270/004/ERR2703374	X7307.SN		Psoriasis associated skin microbiome		2018-07-16
51	ERR2703393	ERP107880	SAMEA4657775	ERS2478405	ERX2717780	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7309.TN	550	PAIRED	AMPLICON	METAGENOMIC	PCR	139018	83688836	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:460-91	ena-RUN-UCSF-16-07-2018-21:54:41:460-91	19625956;26211089	531b7e19d1ba962e541d0ac13836216d;b8fe54a999c2bf620216db2b58ec944f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703393/ERR2703393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703393/ERR2703393_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/003/ERR2703393/ERR2703393_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/003/ERR2703393/ERR2703393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703393/ERR2703393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703393/ERR2703393_2.fastq.gz	19236678;25828929	5e9cb6f52f73976fa23a772a65f4177b;ce1cc596833e974b84264ded6693099e	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703393/X7309.TN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703393/X7309.TN_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703393/X7309.TN_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703393/X7309.TN_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703393/X7309.TN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703393/X7309.TN_R2_sorted.fastq.gz	FASTQ;FASTQ	55176415	57ae21b5aa090cc58613d2d5c24321e8	ftp.sra.ebi.ac.uk/vol1/err/ERR270/003/ERR2703393	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/003/ERR2703393	ftp.sra.ebi.ac.uk/vol1/err/ERR270/003/ERR2703393	X7309.TN		Psoriasis associated skin microbiome		2018-07-16
52	ERR2703375	ERP107880	SAMEA4657765	ERS2478395	ERX2717762	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7307.TN	550	PAIRED	AMPLICON	METAGENOMIC	PCR	84826	51065252	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:459-73	ena-RUN-UCSF-16-07-2018-21:54:41:459-73	15460572;18469605	25b67fe0b455d9bca3ce7551f19db3d2;e3d5fafdb3c8225395c1fa18ba5dea9f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703375/ERR2703375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703375/ERR2703375_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/005/ERR2703375/ERR2703375_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/005/ERR2703375/ERR2703375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703375/ERR2703375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703375/ERR2703375_2.fastq.gz	15282610;18266966	5fb8a8e7d5922dd6ca61f6ec8fa003a5;cd0eee4aedca18b11d4d7cfa989a0b01	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703375/X7307.TN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703375/X7307.TN_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703375/X7307.TN_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703375/X7307.TN_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703375/X7307.TN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703375/X7307.TN_R2_sorted.fastq.gz	FASTQ;FASTQ	36486605	403fd73f71f32f5e4cd711041b8fb4e9	ftp.sra.ebi.ac.uk/vol1/err/ERR270/005/ERR2703375	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/005/ERR2703375	ftp.sra.ebi.ac.uk/vol1/err/ERR270/005/ERR2703375	X7307.TN		Psoriasis associated skin microbiome		2018-07-16
53	ERR2703397	ERP107880	SAMEA4657526	ERS2478156	ERX2717784	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7310.BL	550	PAIRED	AMPLICON	METAGENOMIC	PCR	131372	79085944	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:460-95	ena-RUN-UCSF-16-07-2018-21:54:41:460-95	21321980;27639807	dd3c675e830146b9cf0ecaef00eb0c67;338872e85814699eb8942f295e81ec58	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703397/ERR2703397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703397/ERR2703397_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/007/ERR2703397/ERR2703397_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/007/ERR2703397/ERR2703397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703397/ERR2703397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703397/ERR2703397_2.fastq.gz	21047704;27312135	ce960b10bc3abc1e1ccbf9051131bbf6;309f0e7d39239bf5a08fc59a3a21ef14	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703397/X7310.BL_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703397/X7310.BL_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703397/X7310.BL_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703397/X7310.BL_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703397/X7310.BL_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703397/X7310.BL_R2_sorted.fastq.gz	FASTQ;FASTQ	54418413	c560bad77916176327d3f3d024e3785a	ftp.sra.ebi.ac.uk/vol1/err/ERR270/007/ERR2703397	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/007/ERR2703397	ftp.sra.ebi.ac.uk/vol1/err/ERR270/007/ERR2703397	X7310.BL		Psoriasis associated skin microbiome		2018-07-16
54	ERR2703376	ERP107880	SAMEA4657394	ERS2478024	ERX2717763	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7308.ArL	550	PAIRED	AMPLICON	METAGENOMIC	PCR	106272	63975744	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:459-74	ena-RUN-UCSF-16-07-2018-21:54:41:459-74	21505230;24188093	d8d351bff6813b0c1c2342dac5dafa15;8b52f2760cc016a351513fd2f4cddb4c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703376/ERR2703376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703376/ERR2703376_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/006/ERR2703376/ERR2703376_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/006/ERR2703376/ERR2703376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703376/ERR2703376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703376/ERR2703376_2.fastq.gz	21383512;24011086	051e74a3ee12f78491197b4f17b6737e;9f5717ae7ac23956a7a93cc8a31be382	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703376/X7308.ArL_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703376/X7308.ArL_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703376/X7308.ArL_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703376/X7308.ArL_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703376/X7308.ArL_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703376/X7308.ArL_R2_sorted.fastq.gz	FASTQ;FASTQ	45883331	7f1382bc778c54cf99f3dcf203b3526b	ftp.sra.ebi.ac.uk/vol1/err/ERR270/006/ERR2703376	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/006/ERR2703376	ftp.sra.ebi.ac.uk/vol1/err/ERR270/006/ERR2703376	X7308.ArL		Psoriasis associated skin microbiome		2018-07-16
55	ERR2703400	ERP107880	SAMEA4657613	ERS2478243	ERX2717787	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7310.LN	550	PAIRED	AMPLICON	METAGENOMIC	PCR	154166	92807932	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:460-98	ena-RUN-UCSF-16-07-2018-21:54:41:460-98	25723984;31215454	df7bb2645d91750111930068175dfee0;ccb3691e18592e7541bd79729bd496c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/000/ERR2703400/ERR2703400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/000/ERR2703400/ERR2703400_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/000/ERR2703400/ERR2703400_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/000/ERR2703400/ERR2703400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/000/ERR2703400/ERR2703400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/000/ERR2703400/ERR2703400_2.fastq.gz	25483592;30874471	ceeb0de0c0c78705c7c76421cdb8b3cc;bb143d920d3e953da18fc36e0c579749	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703400/X7310.LN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703400/X7310.LN_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703400/X7310.LN_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703400/X7310.LN_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703400/X7310.LN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703400/X7310.LN_R2_sorted.fastq.gz	FASTQ;FASTQ	63092947	354e08f539af1e8b8fe60b2b834162e2	ftp.sra.ebi.ac.uk/vol1/err/ERR270/000/ERR2703400	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/000/ERR2703400	ftp.sra.ebi.ac.uk/vol1/err/ERR270/000/ERR2703400	X7310.LN		Psoriasis associated skin microbiome		2018-07-16
56	ERR2703377	ERP107880	SAMEA4657418	ERS2478048	ERX2717764	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7308.ArN	550	PAIRED	AMPLICON	METAGENOMIC	PCR	68730	41375460	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:459-75	ena-RUN-UCSF-16-07-2018-21:54:41:459-75	12498747;14838805	a462272069cd1e0f75dd282a4b3a8969;f0c87e236cbd27cc6805eef3d643f5b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703377/ERR2703377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703377/ERR2703377_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/007/ERR2703377/ERR2703377_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/007/ERR2703377/ERR2703377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703377/ERR2703377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703377/ERR2703377_2.fastq.gz	12399550;14710167	20cbf70dc66e36ff19a31c3992dc9fb9;c0872a21a5afa7b7e3ba881caf86c08d	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703377/X7308.ArN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703377/X7308.ArN_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703377/X7308.ArN_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703377/X7308.ArN_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703377/X7308.ArN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703377/X7308.ArN_R2_sorted.fastq.gz	FASTQ;FASTQ	28542480	cd00de3f1f3f7af77442458e2c1fd697	ftp.sra.ebi.ac.uk/vol1/err/ERR270/007/ERR2703377	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/007/ERR2703377	ftp.sra.ebi.ac.uk/vol1/err/ERR270/007/ERR2703377	X7308.ArN		Psoriasis associated skin microbiome		2018-07-16
57	ERR2703409	ERP107880	SAMEA4657544	ERS2478174	ERX2717796	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7311.BN	550	PAIRED	AMPLICON	METAGENOMIC	PCR	154575	93054150	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:460-107	ena-RUN-UCSF-16-07-2018-21:54:41:460-107	25148217;32956530	9fb2033d701b6acfcdebd3684b6d45ff;279fc9f7ae7039d9c647d47271f45b85	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703409/ERR2703409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703409/ERR2703409_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/009/ERR2703409/ERR2703409_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/009/ERR2703409/ERR2703409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703409/ERR2703409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703409/ERR2703409_2.fastq.gz	24815712;32582641	5ad6d5a92a2b93896fce14f352cf80b3;b006cf35e5d118bcdb14b98bfc28829e	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703409/X7311.BN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703409/X7311.BN_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703409/X7311.BN_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703409/X7311.BN_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703409/X7311.BN_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703409/X7311.BN_R2_sorted.fastq.gz	FASTQ;FASTQ	65057837	85376a6bd3a6e8ef499957b30aba92ca	ftp.sra.ebi.ac.uk/vol1/err/ERR270/009/ERR2703409	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/009/ERR2703409	ftp.sra.ebi.ac.uk/vol1/err/ERR270/009/ERR2703409	X7311.BN		Psoriasis associated skin microbiome		2018-07-16
58	ERR2703381	ERP107880	SAMEA4657598	ERS2478228	ERX2717768	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7308.LL	550	PAIRED	AMPLICON	METAGENOMIC	PCR	82455	49637910	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:459-79	ena-RUN-UCSF-16-07-2018-21:54:41:459-79	15796842;21665053	4330ccd3b8bd6555b4807b217787aef8;58bff277485745d4eb30f07119569c9e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703381/ERR2703381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703381/ERR2703381_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/001/ERR2703381/ERR2703381_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/001/ERR2703381/ERR2703381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703381/ERR2703381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703381/ERR2703381_2.fastq.gz	15709471;21533342	b4054ba6e446f0c97aed82dde4fb7e76;fe59b8aeb948872a7504e004ebe7eea3	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703381/X7308.LL_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703381/X7308.LL_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703381/X7308.LL_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703381/X7308.LL_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703381/X7308.LL_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703381/X7308.LL_R2_sorted.fastq.gz	FASTQ;FASTQ	37006017	20ee2e4387553da3edca9542033975a8	ftp.sra.ebi.ac.uk/vol1/err/ERR270/001/ERR2703381	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/001/ERR2703381	ftp.sra.ebi.ac.uk/vol1/err/ERR270/001/ERR2703381	X7308.LL		Psoriasis associated skin microbiome		2018-07-16
